,hindi,english
0,अगस्त क्रांति आंदोलन,Quit India Movement
1,असहयोग आंदोलन,Non-cooperation movement
2,उपन्यास,Novel
3,कवि,Poet
4,पत्रकार,Journalist
5,बिहार,Bihar
6,भारत,India
7,भारतीय डाक सेवा,India Post
8,भारतीय स्वतंत्रता संग्राम,Indian independence movement
9,भूमिहर ब्राह्मण,Bhumihar
10,हजारीबाग,Hazaribagh
11,हिंदी साहित्य,Hindi literature
12,हिन्दी साहित्य,Hindi literature
13,१८९९,1899
14,१९६८,1968
15,२३ दिसंबर,December 23
16,७ सितंबर,September 7
17,उत्तर प्रदेश,Uttar Pradesh
18,उपन्यास,Novel
19,उर्दू भाषा,Urdu
20,गया,"Gaya, India"
21,चंद्रकांता,Chandrakanta
22,देवनागरी,Devanagari
23,बिहार,Bihar
24,वाराणसी,Varanasi
25,हिन्दी,Hindi
26,संस्कृत,Sanskrit
27,साहित्य अकादमी,Sahitya Akademi
28,इतिहास,History
29,कालिदास,Kālidāsa
30,छपरा,Chhapra
31,नलिन विलोचन शर्मा,Nalin Vilochan Sharma
32,पटना विश्वविद्यालय,Patna University
33,बिहार,Bihar
34,ब्राह्मण,Brahmin
35,भारत,India
36,मेघदूतम्,Meghadūta
37,राजेन्द्र प्रसाद,Rajendra Prasad
